UBER,Uber Technologies,119,147,2024-07-24
UBER,Uber Technologies,157,232,2024-07-23
UBER,Uber Technologies,148,324,2024-01-14
ORCL,Oracle Corp.,111,169,2023-11-16
ORCL,Oracle Corp.,308,369,2024-04-06
ORCL,Oracle Corp.,273,295,2024-03-24
ORCL,Oracle Corp.,192,225,2024-09-09
ORCL,Oracle Corp.,150,381,2024-02-25
ORCL,Oracle Corp.,320,330,2024-10-07
ORCL,Oracle Corp.,73,322,2023-11-08
ORCL,Oracle Corp.,68,246,2024-10-13
ORCL,Oracle Corp.,101,204,2024-09-04
ORCL,Oracle Corp.,122,253,2024-03-18
ORCL,Oracle Corp.,290,314,2024-01-11
ORCL,Oracle Corp.,236,278,2024-05-08
UBER,Uber Technologies,276,349,2024-03-18
UBER,Uber Technologies,177,311,2023-11-24
UBER,Uber Technologies,187,297,2023-12-31
UBER,Uber Technologies,106,227,2024-07-08
UBER,Uber Technologies,182,336,2024-07-15
UBER,Uber Technologies,233,336,2024-07-30
UBER,Uber Technologies,309,374,2024-07-23
UBER,Uber Technologies,106,318,2024-08-05
UBER,Uber Technologies,337,352,2024-06-16
UBER,Uber Technologies,97,400,2024-06-09
UBER,Uber Technologies,328,351,2024-02-12
ADBE,Adobe Inc.,327,376,2024-01-25
ADBE,Adobe Inc.,99,129,2023-11-23
ADBE,Adobe Inc.,51,266,2023-12-26
ADBE,Adobe Inc.,257,370,2024-02-29
ADBE,Adobe Inc.,307,318,2024-04-29
TSLA,Tesla Inc.,283,361,2024-03-26
TSLA,Tesla Inc.,120,355,2024-04-18
TSLA,Tesla Inc.,265,377,2024-02-05
TSLA,Tesla Inc.,127,287,2023-10-28
TSLA,Tesla Inc.,330,348,2023-11-08
TSLA,Tesla Inc.,305,345,2023-12-04
TSLA,Tesla Inc.,256,276,2024-08-09
TSLA,Tesla Inc.,208,371,2024-04-17
TSLA,Tesla Inc.,238,286,2024-01-23
TSLA,Tesla Inc.,224,381,2024-01-04
TSLA,Tesla Inc.,192,366,2024-02-17
TSLA,Tesla Inc.,103,138,2023-12-28
TSLA,Tesla Inc.,342,363,2024-03-03
TSLA,Tesla Inc.,296,359,2024-02-29
TSLA,Tesla Inc.,337,374,2023-12-21
TSLA,Tesla Inc.,330,368,2024-03-27
TSLA,Tesla Inc.,274,364,2024-07-01
TSLA,Tesla Inc.,61,344,2023-11-04
TSLA,Tesla Inc.,66,106,2023-12-07
MSFT,Microsoft Corp.,133,146,2024-07-09
MSFT,Microsoft Corp.,219,294,2023-12-20
MSFT,Microsoft Corp.,348,373,2024-08-21
MSFT,Microsoft Corp.,83,357,2024-08-16
MSFT,Microsoft Corp.,296,356,2024-08-08
SNAP,Snap Inc.,224,265,2023-12-23
SNAP,Snap Inc.,201,389,2024-09-08
SNAP,Snap Inc.,56,270,2024-03-15
SNAP,Snap Inc.,89,276,2023-12-19
SNAP,Snap Inc.,239,298,2023-12-27
SNAP,Snap Inc.,173,342,2024-01-17
SNAP,Snap Inc.,59,163,2023-12-10
SNAP,Snap Inc.,223,394,2024-04-11
SNAP,Snap Inc.,85,208,2024-05-31
SNAP,Snap Inc.,332,385,2024-01-26
SNAP,Snap Inc.,143,308,2024-03-01
SNAP,Snap Inc.,119,234,2024-07-26
SNAP,Snap Inc.,267,278,2024-06-19
SNAP,Snap Inc.,133,329,2024-04-13
SNAP,Snap Inc.,274,350,2024-06-28
SNAP,Snap Inc.,339,372,2024-02-19
TSLA,Tesla Inc.,339,398,2023-11-17
TSLA,Tesla Inc.,90,317,2024-08-02
TSLA,Tesla Inc.,219,229,2024-05-14
TSLA,Tesla Inc.,144,335,2023-10-27
TSLA,Tesla Inc.,326,338,2023-11-10
TSLA,Tesla Inc.,217,333,2024-10-20
TSLA,Tesla Inc.,224,296,2024-07-15
TSLA,Tesla Inc.,125,326,2023-11-21
TSLA,Tesla Inc.,228,348,2024-08-08
TSLA,Tesla Inc.,67,165,2024-07-21
MSFT,Microsoft Corp.,263,322,2024-04-25
MSFT,Microsoft Corp.,96,369,2024-04-29
MSFT,Microsoft Corp.,118,365,2023-12-01
MSFT,Microsoft Corp.,105,217,2024-01-05
MSFT,Microsoft Corp.,309,369,2024-03-16
MSFT,Microsoft Corp.,79,133,2024-08-08
MSFT,Microsoft Corp.,120,349,2024-07-29
MSFT,Microsoft Corp.,273,370,2024-10-01
MSFT,Microsoft Corp.,72,325,2024-04-04
MSFT,Microsoft Corp.,134,236,2024-01-09
MSFT,Microsoft Corp.,182,326,2023-12-09
MSFT,Microsoft Corp.,322,378,2024-08-09
MSFT,Microsoft Corp.,284,362,2024-03-07
MSFT,Microsoft Corp.,262,275,2024-04-06
MSFT,Microsoft Corp.,293,337,2024-06-12
MSFT,Microsoft Corp.,242,358,2023-11-11
MSFT,Microsoft Corp.,199,356,2024-06-19
MSFT,Microsoft Corp.,115,249,2024-01-23
MSFT,Microsoft Corp.,308,362,2023-10-26
MSFT,Microsoft Corp.,143,242,2023-11-01
NFLX,Netflix Inc.,97,379,2023-12-10
NFLX,Netflix Inc.,61,335,2024-07-06
NFLX,Netflix Inc.,289,376,2023-11-12
NFLX,Netflix Inc.,314,335,2023-11-23
NFLX,Netflix Inc.,58,284,2023-12-25
NFLX,Netflix Inc.,72,269,2024-04-23
NFLX,Netflix Inc.,349,360,2024-03-13
NFLX,Netflix Inc.,195,327,2024-07-17
NFLX,Netflix Inc.,320,396,2023-11-11
NFLX,Netflix Inc.,137,246,2024-06-12
NFLX,Netflix Inc.,194,332,2024-05-04
NFLX,Netflix Inc.,235,332,2024-05-17
NVDA,NVIDIA Corp.,182,302,2024-07-22
NVDA,NVIDIA Corp.,148,170,2024-07-14
NVDA,NVIDIA Corp.,145,222,2024-09-10
NVDA,NVIDIA Corp.,134,221,2024-06-29
NVDA,NVIDIA Corp.,233,341,2024-05-06
NVDA,NVIDIA Corp.,325,372,2024-07-11
NVDA,NVIDIA Corp.,228,271,2024-05-29
NVDA,NVIDIA Corp.,203,249,2024-09-04
NVDA,NVIDIA Corp.,253,344,2024-09-24
NVDA,NVIDIA Corp.,316,349,2023-12-02
NVDA,NVIDIA Corp.,180,231,2024-03-21
NVDA,NVIDIA Corp.,126,206,2023-10-24
NVDA,NVIDIA Corp.,85,241,2024-09-18
NVDA,NVIDIA Corp.,281,326,2023-11-10
NVDA,NVIDIA Corp.,204,386,2024-05-31
NVDA,NVIDIA Corp.,260,354,2024-05-07
NVDA,NVIDIA Corp.,64,341,2023-11-27
SNAP,Snap Inc.,144,342,2024-01-27
SNAP,Snap Inc.,62,277,2024-07-03
SNAP,Snap Inc.,119,281,2024-07-08
SNAP,Snap Inc.,322,382,2024-08-21
SNAP,Snap Inc.,250,340,2024-10-03
SNAP,Snap Inc.,99,346,2024-01-25
AMZN,Amazon.com Inc.,314,337,2024-05-26
AMZN,Amazon.com Inc.,182,317,2024-05-02
AMZN,Amazon.com Inc.,302,370,2024-01-17
AMZN,Amazon.com Inc.,322,366,2024-06-09
AMZN,Amazon.com Inc.,307,347,2024-09-27
AMZN,Amazon.com Inc.,116,229,2024-01-04
AMZN,Amazon.com Inc.,324,350,2024-06-05
AMZN,Amazon.com Inc.,79,219,2023-10-29
AMZN,Amazon.com Inc.,269,384,2024-07-08
AMZN,Amazon.com Inc.,324,362,2023-12-29
AMZN,Amazon.com Inc.,316,367,2024-04-21
AMZN,Amazon.com Inc.,331,384,2023-10-25
AMZN,Amazon.com Inc.,339,388,2024-03-24
AMZN,Amazon.com Inc.,279,364,2023-11-19
AMZN,Amazon.com Inc.,253,272,2024-05-31
AMZN,Amazon.com Inc.,105,328,2024-05-10
AMZN,Amazon.com Inc.,228,339,2024-09-21
AMZN,Amazon.com Inc.,268,300,2024-08-07
CRM,Salesforce Inc.,190,373,2023-12-27
CRM,Salesforce Inc.,247,324,2024-04-02
CRM,Salesforce Inc.,243,304,2024-08-14
CRM,Salesforce Inc.,286,340,2024-05-23
CRM,Salesforce Inc.,216,375,2024-05-12
CRM,Salesforce Inc.,219,303,2023-12-16
CRM,Salesforce Inc.,272,301,2024-05-23
CRM,Salesforce Inc.,326,390,2024-04-14
CRM,Salesforce Inc.,240,331,2024-06-02
CRM,Salesforce Inc.,227,322,2024-10-12
CRM,Salesforce Inc.,85,159,2023-11-26
CRM,Salesforce Inc.,159,390,2024-02-06
CRM,Salesforce Inc.,206,393,2024-05-25
CRM,Salesforce Inc.,165,181,2024-09-29
CRM,Salesforce Inc.,342,367,2024-09-08
SNAP,Snap Inc.,135,162,2024-07-28
SNAP,Snap Inc.,215,373,2024-07-23
SNAP,Snap Inc.,318,345,2024-02-14
SNAP,Snap Inc.,172,182,2023-11-06
SNAP,Snap Inc.,272,371,2024-04-05
NVDA,NVIDIA Corp.,332,347,2024-09-10
NVDA,NVIDIA Corp.,230,240,2023-11-27
NVDA,NVIDIA Corp.,92,321,2024-02-22
NVDA,NVIDIA Corp.,205,397,2024-08-03
NVDA,NVIDIA Corp.,148,240,2023-11-19
NVDA,NVIDIA Corp.,171,301,2024-03-22
NVDA,NVIDIA Corp.,184,297,2024-08-12
NVDA,NVIDIA Corp.,344,354,2024-03-10
NVDA,NVIDIA Corp.,240,321,2024-07-04
NVDA,NVIDIA Corp.,298,377,2024-04-28
NVDA,NVIDIA Corp.,120,377,2024-03-29
NVDA,NVIDIA Corp.,191,374,2024-07-26
NVDA,NVIDIA Corp.,315,398,2023-12-03
NFLX,Netflix Inc.,156,223,2024-04-14
NFLX,Netflix Inc.,345,397,2024-09-07
NFLX,Netflix Inc.,181,395,2024-05-19
NFLX,Netflix Inc.,225,271,2024-02-03
NFLX,Netflix Inc.,342,378,2024-01-05
NFLX,Netflix Inc.,344,400,2024-06-09
NFLX,Netflix Inc.,325,367,2023-12-20
NFLX,Netflix Inc.,249,265,2024-04-18
NFLX,Netflix Inc.,349,385,2024-09-09
NFLX,Netflix Inc.,176,372,2024-05-03
TSLA,Tesla Inc.,184,345,2024-10-20
TSLA,Tesla Inc.,258,280,2024-01-03
TSLA,Tesla Inc.,316,363,2023-11-12
TSLA,Tesla Inc.,74,180,2024-03-26
TSLA,Tesla Inc.,272,389,2024-03-15
TSLA,Tesla Inc.,191,217,2024-07-03
TSLA,Tesla Inc.,139,211,2023-11-11
TSLA,Tesla Inc.,126,159,2024-03-07
TSLA,Tesla Inc.,141,199,2024-05-07
TSLA,Tesla Inc.,263,345,2024-03-26
TSLA,Tesla Inc.,139,160,2024-05-31
TSLA,Tesla Inc.,231,311,2023-12-10
TSLA,Tesla Inc.,185,386,2024-10-18
TSLA,Tesla Inc.,270,344,2024-08-17
TSLA,Tesla Inc.,334,394,2024-06-11
TSLA,Tesla Inc.,175,237,2024-10-04
TSLA,Tesla Inc.,90,356,2023-12-12
TSLA,Tesla Inc.,148,369,2024-08-31
TSLA,Tesla Inc.,213,309,2024-06-24
META,Meta Platforms,142,166,2024-05-08
META,Meta Platforms,83,209,2024-08-16
META,Meta Platforms,115,253,2024-07-12
META,Meta Platforms,183,218,2024-05-16
META,Meta Platforms,300,336,2024-08-17
META,Meta Platforms,268,285,2024-01-18
META,Meta Platforms,109,290,2023-11-08
META,Meta Platforms,296,335,2023-12-01
META,Meta Platforms,220,310,2023-12-31
META,Meta Platforms,226,247,2023-12-28
META,Meta Platforms,246,323,2024-10-01
META,Meta Platforms,181,280,2024-03-30
META,Meta Platforms,252,278,2024-08-13
META,Meta Platforms,113,330,2024-04-23
META,Meta Platforms,86,307,2024-05-16
META,Meta Platforms,130,269,2024-09-05
META,Meta Platforms,343,362,2023-11-29
META,Meta Platforms,258,380,2023-11-02
INTC,Intel Corp.,218,349,2024-08-11
INTC,Intel Corp.,107,269,2024-05-13
INTC,Intel Corp.,101,143,2024-02-22
INTC,Intel Corp.,188,326,2024-03-01
INTC,Intel Corp.,339,361,2024-03-10
INTC,Intel Corp.,74,186,2023-11-21
INTC,Intel Corp.,123,392,2023-12-14
INTC,Intel Corp.,243,337,2024-02-23
INTC,Intel Corp.,157,172,2024-06-24
INTC,Intel Corp.,274,381,2023-12-08
INTC,Intel Corp.,107,277,2024-04-06
INTC,Intel Corp.,257,332,2023-11-04
ORCL,Oracle Corp.,172,357,2023-11-04
ORCL,Oracle Corp.,177,350,2024-08-12
ORCL,Oracle Corp.,327,371,2024-08-26
ORCL,Oracle Corp.,160,250,2024-08-19
ORCL,Oracle Corp.,285,366,2024-02-10
ORCL,Oracle Corp.,287,372,2024-10-01
NFLX,Netflix Inc.,113,260,2024-06-29
NFLX,Netflix Inc.,129,368,2024-10-14
NFLX,Netflix Inc.,150,214,2024-09-01
NFLX,Netflix Inc.,165,216,2023-12-15
NFLX,Netflix Inc.,295,335,2023-10-31
NFLX,Netflix Inc.,94,104,2024-03-04
NFLX,Netflix Inc.,214,314,2024-09-27
NFLX,Netflix Inc.,172,351,2024-07-28
NFLX,Netflix Inc.,346,364,2024-08-27
NFLX,Netflix Inc.,296,385,2024-05-30
NFLX,Netflix Inc.,337,383,2024-09-30
NFLX,Netflix Inc.,72,343,2024-01-08
NFLX,Netflix Inc.,322,393,2024-10-14
NFLX,Netflix Inc.,240,295,2024-05-27
NFLX,Netflix Inc.,163,269,2024-08-31
CSCO,Cisco Systems,213,373,2024-10-07
CSCO,Cisco Systems,330,397,2024-01-11
CSCO,Cisco Systems,318,355,2023-11-23
CSCO,Cisco Systems,183,361,2024-04-18
CSCO,Cisco Systems,135,241,2024-05-08
CSCO,Cisco Systems,133,179,2024-01-19
CSCO,Cisco Systems,197,240,2024-06-13
CSCO,Cisco Systems,203,340,2024-07-03
CSCO,Cisco Systems,234,306,2024-06-07
CSCO,Cisco Systems,295,338,2023-11-23
CSCO,Cisco Systems,247,293,2023-12-02
CSCO,Cisco Systems,177,225,2024-06-03
CSCO,Cisco Systems,236,249,2024-07-07
CSCO,Cisco Systems,332,399,2024-03-30
CSCO,Cisco Systems,175,226,2024-09-17
CSCO,Cisco Systems,115,172,2024-08-02
CSCO,Cisco Systems,255,279,2024-01-17
CSCO,Cisco Systems,346,382,2023-10-30
CSCO,Cisco Systems,313,358,2024-01-02
CSCO,Cisco Systems,324,369,2023-11-26
CRM,Salesforce Inc.,136,167,2024-08-14
CRM,Salesforce Inc.,122,139,2024-09-10
CRM,Salesforce Inc.,336,351,2024-08-14
CRM,Salesforce Inc.,139,179,2024-01-20
CRM,Salesforce Inc.,236,305,2023-10-30
CRM,Salesforce Inc.,305,388,2024-01-06
CRM,Salesforce Inc.,133,198,2024-06-24
CRM,Salesforce Inc.,321,371,2024-08-07
CRM,Salesforce Inc.,295,347,2023-11-18
CRM,Salesforce Inc.,66,160,2023-11-01
CRM,Salesforce Inc.,260,348,2024-03-09
CRM,Salesforce Inc.,100,290,2024-03-08
CRM,Salesforce Inc.,61,85,2024-05-18
CRM,Salesforce Inc.,140,254,2023-12-17
CRM,Salesforce Inc.,132,233,2024-01-10
CRM,Salesforce Inc.,227,339,2024-01-03
CRM,Salesforce Inc.,116,177,2024-05-01
CRM,Salesforce Inc.,52,390,2024-05-27
GOOGL,Alphabet Inc.,205,257,2024-10-09
GOOGL,Alphabet Inc.,95,370,2024-03-18
GOOGL,Alphabet Inc.,119,372,2024-07-20
GOOGL,Alphabet Inc.,213,235,2024-09-03
GOOGL,Alphabet Inc.,182,223,2023-11-12
GOOGL,Alphabet Inc.,196,254,2024-02-17
GOOGL,Alphabet Inc.,75,332,2024-05-19
GOOGL,Alphabet Inc.,264,376,2024-05-19
GOOGL,Alphabet Inc.,76,259,2024-08-29
GOOGL,Alphabet Inc.,147,285,2024-09-04
GOOGL,Alphabet Inc.,89,235,2024-07-30
GOOGL,Alphabet Inc.,273,349,2023-10-25
GOOGL,Alphabet Inc.,55,395,2024-05-20
GOOGL,Alphabet Inc.,306,318,2024-10-19
GOOGL,Alphabet Inc.,183,369,2024-02-06
GOOGL,Alphabet Inc.,299,393,2024-04-20
GOOGL,Alphabet Inc.,77,357,2024-09-18
GOOGL,Alphabet Inc.,349,388,2024-07-29
GOOGL,Alphabet Inc.,256,308,2024-08-22
PINS,Pinterest Inc.,234,286,2024-02-26
PINS,Pinterest Inc.,75,200,2024-05-01
PINS,Pinterest Inc.,137,216,2024-07-20
PINS,Pinterest Inc.,314,353,2024-04-06
PINS,Pinterest Inc.,84,150,2023-10-24
PINS,Pinterest Inc.,276,317,2024-02-15
PINS,Pinterest Inc.,107,123,2024-04-06
DIS,Walt Disney Co.,138,360,2023-11-18
DIS,Walt Disney Co.,238,347,2023-11-07
DIS,Walt Disney Co.,202,347,2024-03-02
DIS,Walt Disney Co.,53,256,2024-01-31
DIS,Walt Disney Co.,321,339,2023-10-26
DIS,Walt Disney Co.,144,154,2024-03-05
DIS,Walt Disney Co.,158,257,2023-12-27
DIS,Walt Disney Co.,124,258,2024-07-09
DIS,Walt Disney Co.,70,165,2024-07-13
DIS,Walt Disney Co.,262,323,2023-11-14
MSFT,Microsoft Corp.,212,319,2024-02-26
MSFT,Microsoft Corp.,190,288,2024-01-30
MSFT,Microsoft Corp.,112,302,2023-12-19
MSFT,Microsoft Corp.,154,357,2024-02-11
MSFT,Microsoft Corp.,306,370,2024-03-29
MSFT,Microsoft Corp.,236,397,2023-11-01
MSFT,Microsoft Corp.,307,365,2024-01-13
MSFT,Microsoft Corp.,269,355,2023-11-15
MSFT,Microsoft Corp.,328,353,2024-09-09
MSFT,Microsoft Corp.,301,333,2023-11-08
MSFT,Microsoft Corp.,348,362,2023-12-12
MSFT,Microsoft Corp.,306,356,2024-09-06
MSFT,Microsoft Corp.,307,352,2024-04-18
NVDA,NVIDIA Corp.,147,286,2024-04-09
NVDA,NVIDIA Corp.,85,296,2024-10-07
NVDA,NVIDIA Corp.,259,400,2024-03-19
NVDA,NVIDIA Corp.,69,210,2024-10-15
NVDA,NVIDIA Corp.,71,387,2024-10-13
NVDA,NVIDIA Corp.,102,333,2024-02-06
NVDA,NVIDIA Corp.,345,377,2024-07-06
NVDA,NVIDIA Corp.,225,279,2023-12-11
NVDA,NVIDIA Corp.,162,221,2024-06-17
NVDA,NVIDIA Corp.,176,301,2023-11-06
NVDA,NVIDIA Corp.,185,292,2024-05-28
NVDA,NVIDIA Corp.,314,324,2024-03-15
NVDA,NVIDIA Corp.,259,352,2024-06-02
NVDA,NVIDIA Corp.,235,383,2024-06-19
NVDA,NVIDIA Corp.,117,130,2024-09-03
NVDA,NVIDIA Corp.,176,186,2024-05-18
NVDA,NVIDIA Corp.,113,334,2024-08-05
NVDA,NVIDIA Corp.,130,209,2024-03-20
NVDA,NVIDIA Corp.,274,377,2024-10-06
NVDA,NVIDIA Corp.,336,354,2024-10-11
NFLX,Netflix Inc.,189,351,2023-11-07
NFLX,Netflix Inc.,275,364,2024-05-14
NFLX,Netflix Inc.,218,295,2024-04-04
NFLX,Netflix Inc.,325,385,2023-11-11
NFLX,Netflix Inc.,289,354,2023-11-08
NFLX,Netflix Inc.,337,393,2024-03-29
NFLX,Netflix Inc.,69,219,2023-11-06
NFLX,Netflix Inc.,96,360,2024-08-22
NFLX,Netflix Inc.,169,232,2024-04-12
NFLX,Netflix Inc.,90,186,2024-04-28
NFLX,Netflix Inc.,152,368,2023-12-21
MSFT,Microsoft Corp.,98,189,2023-12-21
MSFT,Microsoft Corp.,86,295,2024-03-22
MSFT,Microsoft Corp.,272,284,2024-07-06
MSFT,Microsoft Corp.,317,345,2024-02-29
MSFT,Microsoft Corp.,348,396,2024-03-16
MSFT,Microsoft Corp.,307,361,2023-12-24
MSFT,Microsoft Corp.,108,317,2023-12-03
MSFT,Microsoft Corp.,129,331,2024-01-28
MSFT,Microsoft Corp.,230,256,2023-12-05
MSFT,Microsoft Corp.,263,379,2024-03-21
MSFT,Microsoft Corp.,250,302,2024-08-08
MSFT,Microsoft Corp.,192,206,2024-05-01
META,Meta Platforms,82,343,2023-11-26
META,Meta Platforms,79,239,2023-12-28
META,Meta Platforms,246,349,2023-12-22
META,Meta Platforms,164,218,2024-09-24
META,Meta Platforms,121,288,2024-04-10
META,Meta Platforms,300,354,2024-03-27
META,Meta Platforms,79,325,2023-12-08
META,Meta Platforms,132,375,2024-03-08
META,Meta Platforms,74,354,2024-07-21
META,Meta Platforms,165,280,2024-07-02
META,Meta Platforms,98,152,2024-01-11
META,Meta Platforms,110,375,2024-05-24
META,Meta Platforms,314,396,2024-02-07
META,Meta Platforms,324,351,2024-01-12
META,Meta Platforms,280,400,2023-12-23
META,Meta Platforms,300,376,2024-07-20
GOOGL,Alphabet Inc.,81,387,2024-07-01
GOOGL,Alphabet Inc.,113,246,2024-07-19
GOOGL,Alphabet Inc.,64,141,2024-07-23
GOOGL,Alphabet Inc.,164,229,2024-08-25
GOOGL,Alphabet Inc.,235,251,2024-08-01
GOOGL,Alphabet Inc.,297,400,2023-11-12
GOOGL,Alphabet Inc.,106,305,2024-10-02
GOOGL,Alphabet Inc.,340,393,2024-03-23
GOOGL,Alphabet Inc.,283,332,2024-04-15
GOOGL,Alphabet Inc.,206,336,2024-04-08
GOOGL,Alphabet Inc.,119,289,2024-09-09
GOOGL,Alphabet Inc.,196,240,2024-09-06
GOOGL,Alphabet Inc.,237,337,2024-04-17
GOOGL,Alphabet Inc.,99,132,2023-12-29
GOOGL,Alphabet Inc.,178,233,2024-04-01
ORCL,Oracle Corp.,340,353,2024-07-27
ORCL,Oracle Corp.,88,323,2024-04-30
ORCL,Oracle Corp.,98,259,2023-10-25
ORCL,Oracle Corp.,282,344,2024-07-19
ORCL,Oracle Corp.,266,345,2024-08-07
ORCL,Oracle Corp.,111,311,2024-09-22
ORCL,Oracle Corp.,70,120,2023-11-11
ORCL,Oracle Corp.,99,357,2024-01-14
ORCL,Oracle Corp.,261,350,2023-12-31
ORCL,Oracle Corp.,97,119,2024-10-10
ORCL,Oracle Corp.,60,202,2024-07-19
ORCL,Oracle Corp.,326,378,2023-12-31
ORCL,Oracle Corp.,167,323,2023-11-08
ORCL,Oracle Corp.,300,372,2024-06-22
ORCL,Oracle Corp.,215,333,2024-08-28
DIS,Walt Disney Co.,266,319,2024-05-12
DIS,Walt Disney Co.,133,308,2024-05-05
DIS,Walt Disney Co.,230,247,2024-01-19
DIS,Walt Disney Co.,97,117,2024-04-04
DIS,Walt Disney Co.,131,307,2024-04-21
DIS,Walt Disney Co.,274,362,2024-01-02
DIS,Walt Disney Co.,255,274,2024-07-26
DIS,Walt Disney Co.,329,357,2024-01-01
DIS,Walt Disney Co.,104,255,2024-03-03
DIS,Walt Disney Co.,203,254,2024-04-18
DIS,Walt Disney Co.,132,172,2023-11-06
DIS,Walt Disney Co.,171,222,2023-10-27
DIS,Walt Disney Co.,299,342,2024-08-02
DIS,Walt Disney Co.,300,390,2024-01-01
DIS,Walt Disney Co.,133,183,2023-12-09
DIS,Walt Disney Co.,254,354,2024-03-17
DIS,Walt Disney Co.,196,223,2023-11-27
DIS,Walt Disney Co.,131,353,2024-06-21
DIS,Walt Disney Co.,290,316,2024-06-25
DIS,Walt Disney Co.,238,285,2024-03-04
META,Meta Platforms,56,250,2024-04-28
META,Meta Platforms,287,392,2024-10-14
META,Meta Platforms,230,289,2024-10-12
META,Meta Platforms,154,216,2023-11-19
META,Meta Platforms,87,243,2024-06-09
META,Meta Platforms,226,349,2024-10-06
META,Meta Platforms,202,259,2024-09-19
META,Meta Platforms,123,152,2024-02-01
META,Meta Platforms,189,382,2024-01-27
BABA,Alibaba Group,244,270,2024-10-20
BABA,Alibaba Group,207,360,2024-01-28
BABA,Alibaba Group,138,250,2023-11-25
BABA,Alibaba Group,123,377,2024-08-17
BABA,Alibaba Group,327,398,2024-04-25
BABA,Alibaba Group,252,371,2024-10-18
BABA,Alibaba Group,305,395,2024-04-20
BABA,Alibaba Group,164,251,2024-07-25
BABA,Alibaba Group,67,347,2023-11-29
BABA,Alibaba Group,134,156,2024-08-20
BABA,Alibaba Group,161,260,2024-09-28
BABA,Alibaba Group,199,365,2023-10-30
BABA,Alibaba Group,312,344,2023-11-17
BABA,Alibaba Group,224,337,2024-06-13
BABA,Alibaba Group,91,281,2024-05-16
META,Meta Platforms,249,338,2023-11-14
META,Meta Platforms,170,281,2024-01-29
META,Meta Platforms,348,384,2024-09-11
META,Meta Platforms,56,210,2024-05-25
META,Meta Platforms,314,330,2024-08-15
META,Meta Platforms,52,91,2024-03-27
META,Meta Platforms,92,317,2024-05-11
META,Meta Platforms,280,331,2024-08-12
META,Meta Platforms,245,334,2024-03-21
META,Meta Platforms,149,317,2024-06-16
META,Meta Platforms,253,340,2024-08-18
META,Meta Platforms,228,285,2024-02-19
META,Meta Platforms,82,367,2024-07-14
META,Meta Platforms,337,367,2024-07-31
META,Meta Platforms,54,120,2024-09-26
META,Meta Platforms,98,220,2023-10-30
META,Meta Platforms,264,397,2024-03-24
META,Meta Platforms,218,354,2023-11-05
MSFT,Microsoft Corp.,143,175,2024-09-01
MSFT,Microsoft Corp.,337,348,2024-02-04
MSFT,Microsoft Corp.,79,357,2024-08-28
MSFT,Microsoft Corp.,100,161,2023-12-17
MSFT,Microsoft Corp.,217,271,2024-01-06
MSFT,Microsoft Corp.,171,344,2024-01-31
MSFT,Microsoft Corp.,91,383,2024-02-14
MSFT,Microsoft Corp.,116,246,2024-07-13
MSFT,Microsoft Corp.,272,288,2024-09-17
MSFT,Microsoft Corp.,90,134,2024-05-05
MSFT,Microsoft Corp.,271,292,2024-04-28
MSFT,Microsoft Corp.,216,385,2024-08-15
MSFT,Microsoft Corp.,183,348,2024-09-15
